%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
83053.839,302.075,347.497,254.616,-0.027,2.589,5.000
83053.839,302.081,347.497,254.616,-0.011,2.589,5.000
83053.839,302.080,347.497,254.456,0.006,2.600,5.000
83053.839,302.078,347.576,254.777,-0.011,2.579,5.000
83053.839,302.080,347.497,254.937,-0.043,2.600,5.000
83053.839,302.080,347.655,254.937,-0.011,2.621,5.000
83049.808,302.078,347.576,255.577,0.006,2.611,5.000
83053.839,302.078,347.497,255.417,-0.011,2.611,5.000
83049.808,302.078,347.576,255.737,-0.027,2.611,5.000
83057.870,302.076,347.497,255.737,-0.027,2.589,5.000
83053.839,302.081,347.497,256.217,-0.011,2.600,5.000
83057.870,302.080,347.655,256.377,-0.011,2.632,5.000
83053.839,302.081,347.655,256.698,-0.011,2.589,5.000
83057.870,302.078,347.734,257.178,0.006,2.589,5.000
83053.839,302.080,347.497,257.018,-0.011,2.589,5.000
83057.870,302.081,347.497,257.498,-0.043,2.600,5.000
83057.870,302.078,347.497,257.658,-0.011,2.611,5.000
83057.870,302.078,347.655,257.658,-0.011,2.611,5.000
83053.839,302.078,347.418,257.978,0.006,2.589,5.000
83065.933,302.080,347.576,258.139,-0.011,2.600,5.000
83057.870,302.076,347.497,258.779,-0.027,2.600,5.000
83057.870,302.080,347.576,259.099,-0.011,2.611,5.000
83061.902,302.076,347.576,259.259,-0.011,2.611,5.000
83057.870,302.078,347.655,259.579,-0.027,2.600,5.000
83061.902,302.078,347.576,259.739,-0.011,2.611,5.000
83061.902,302.080,347.576,259.900,-0.011,2.600,5.000
83053.839,302.080,347.734,260.060,-0.011,2.600,5.000
83053.839,302.081,347.655,260.220,-0.011,2.589,5.000
83053.839,302.078,347.576,260.540,-0.011,2.579,5.000
83049.808,302.076,347.655,260.700,0.006,2.600,5.000
83053.839,302.078,347.576,261.020,0.006,2.611,5.000
83045.776,302.075,347.576,260.860,-0.011,2.579,5.000
83049.808,302.078,347.576,261.180,-0.011,2.621,5.000
83049.808,302.078,347.655,261.180,-0.011,2.600,5.000
83049.808,302.075,347.497,261.661,0.006,2.611,5.000
83045.776,302.076,347.576,261.661,0.006,2.600,5.000
83049.808,302.078,347.655,261.500,-0.011,2.600,5.000
83049.808,302.078,347.655,261.821,0.006,2.600,5.000
83053.839,302.078,347.734,261.661,0.006,2.600,5.000
83049.808,302.080,347.655,261.661,-0.027,2.600,5.000
83053.839,302.076,347.655,261.821,0.022,2.600,5.000
83049.808,302.075,347.655,261.340,-0.027,2.600,5.000
83049.808,302.076,347.655,261.340,0.006,2.589,5.000
83045.776,302.081,347.655,261.340,-0.043,2.600,5.000
83041.745,302.076,347.734,261.500,-0.011,2.600,5.000
83053.839,302.078,347.655,261.500,0.006,2.600,5.000
83053.839,302.075,347.655,261.661,0.006,2.600,5.000
83057.870,302.078,347.576,261.500,0.006,2.589,5.000
83049.808,302.078,347.576,261.340,-0.027,2.600,5.000
83049.808,302.081,347.655,261.180,-0.011,2.589,5.000
83045.776,302.078,347.734,260.860,-0.027,2.589,5.000
83041.745,302.080,347.497,260.860,-0.043,2.600,5.000
83049.808,302.078,347.497,260.860,-0.011,2.600,5.000
83045.776,302.080,347.339,260.540,-0.027,2.600,5.000
83049.808,302.078,347.576,260.700,-0.011,2.589,5.000
83041.745,302.078,347.576,261.180,-0.027,2.621,5.000
83041.745,302.080,347.497,260.380,-0.011,2.600,5.000
83049.808,302.081,347.497,260.380,-0.011,2.600,5.000
83053.839,302.080,347.497,260.380,0.006,2.600,5.000
83045.776,302.080,347.497,260.540,-0.011,2.589,5.000
83053.839,302.080,347.418,260.060,0.006,2.600,5.000
83049.808,302.080,347.418,260.220,0.006,2.621,5.000
83049.808,302.081,347.576,259.900,-0.027,2.600,5.000
83045.776,302.081,347.418,259.900,0.022,2.600,5.000
83049.808,302.076,347.418,259.739,0.006,2.589,5.000
83049.808,302.081,347.418,259.579,0.006,2.600,5.000
83045.776,302.081,347.339,259.259,-0.043,2.611,5.000
83053.839,302.076,347.339,259.099,0.022,2.611,5.000
83053.839,302.083,347.418,259.099,-0.011,2.600,5.000
83049.808,302.081,347.418,258.779,-0.027,2.611,5.000
83057.870,302.081,347.181,258.779,0.006,2.611,5.000
83049.808,302.083,347.339,258.139,0.006,2.600,5.000
83049.808,302.081,347.418,258.299,-0.027,2.600,5.000
83053.839,302.083,347.260,258.299,-0.011,2.611,5.000
83053.839,302.080,347.339,257.978,-0.011,2.611,5.000
83053.839,302.080,347.181,257.658,-0.027,2.611,5.000
83049.808,302.080,347.339,257.338,-0.027,2.600,5.000
83049.808,302.080,347.339,257.338,-0.011,2.600,5.000
83045.776,302.080,347.339,257.178,0.022,2.600,5.000
83049.808,302.078,347.260,256.698,-0.011,2.600,5.000
83057.870,302.081,347.339,256.698,-0.027,2.600,5.000
83049.808,302.078,347.260,256.698,0.006,2.611,5.000
83045.776,302.080,347.260,256.377,0.022,2.600,5.000
83049.808,302.078,347.260,256.217,-0.011,2.600,5.000
83053.839,302.080,347.418,256.057,0.006,2.589,5.000
83057.870,302.076,347.181,255.737,0.006,2.589,5.000
83049.808,302.078,347.418,255.417,0.006,2.589,5.000
83053.839,302.080,347.339,255.417,0.006,2.611,5.000
83053.839,302.075,347.418,255.097,0.022,2.600,5.000
83053.839,302.081,347.260,255.097,0.006,2.611,5.000
83057.870,302.076,347.339,254.777,0.006,2.600,5.000
83049.808,302.076,347.418,254.616,0.006,2.611,5.000
83053.839,302.073,347.497,254.616,0.006,2.600,5.000
83049.808,302.076,347.418,254.136,-0.011,2.600,5.000
83049.808,302.078,347.497,254.136,0.006,2.600,5.000
83053.839,302.075,347.418,254.136,-0.027,2.611,5.000
83049.808,302.076,347.576,253.976,-0.027,2.600,5.000
83053.839,302.078,347.576,254.136,-0.011,2.589,5.000
83049.808,302.075,347.655,253.816,-0.027,2.611,5.000
83053.839,302.075,347.576,253.656,-0.011,2.589,5.000
83053.839,302.078,347.576,253.656,-0.027,2.600,5.000
83049.808,302.075,347.576,253.976,-0.011,2.600,5.000
83049.808,302.073,347.576,253.816,0.006,2.600,5.000
83041.745,302.075,347.576,253.496,-0.043,2.611,5.000
83057.870,302.075,347.655,253.656,-0.011,2.611,5.000
83053.839,302.076,347.655,253.816,-0.011,2.589,5.000
83061.902,302.076,347.576,253.816,-0.027,2.589,5.000
83049.808,302.076,347.576,253.656,0.006,2.600,5.000
83053.839,302.075,347.655,253.656,0.006,2.611,5.000
83049.808,302.081,347.576,253.816,-0.011,2.611,5.000
83049.808,302.076,347.576,253.656,-0.027,2.611,5.000
83053.839,302.076,347.655,253.816,-0.011,2.621,5.000
83045.776,302.080,347.576,253.816,-0.011,2.611,5.000
83057.870,302.080,347.497,253.816,0.006,2.600,5.000
83049.808,302.081,347.655,253.976,0.006,2.579,5.000
83049.808,302.080,347.497,254.136,-0.027,2.600,5.000
83061.902,302.078,347.576,254.296,-0.027,2.600,5.000
83053.839,302.081,347.576,254.296,-0.011,2.600,5.000
83057.870,302.081,347.497,254.296,-0.027,2.600,5.000
83049.808,302.080,347.497,254.296,-0.027,2.611,5.000
83057.870,302.078,347.497,254.616,0.006,2.611,5.000
83053.839,302.080,347.576,254.777,-0.011,2.589,5.000
83049.808,302.078,347.497,254.937,-0.011,2.589,5.000
83053.839,302.080,347.576,254.937,0.022,2.621,5.000
83053.839,302.081,347.497,254.937,-0.011,2.589,5.000
83049.808,302.081,347.576,254.937,0.006,2.611,5.000
83045.776,302.080,347.497,254.937,-0.011,2.600,5.000
83057.870,302.081,347.655,255.417,-0.011,2.600,5.000
83049.808,302.080,347.655,255.417,-0.011,2.611,5.000
83061.902,302.081,347.576,255.257,0.022,2.600,5.000
83053.839,302.081,347.734,255.577,-0.027,2.611,5.000
83057.870,302.080,347.892,255.737,-0.027,2.611,5.000
83053.839,302.078,347.655,255.577,0.006,2.589,5.000
83053.839,302.080,347.892,255.737,-0.011,2.600,5.000
83053.839,302.080,347.813,256.057,-0.011,2.600,5.000
83049.808,302.078,347.971,256.217,0.022,2.600,5.000
83049.808,302.080,347.971,256.217,-0.011,2.611,5.000
83049.808,302.078,347.971,256.217,-0.011,2.589,5.000
83057.870,302.078,348.050,256.377,0.006,2.600,5.000
83057.870,302.080,348.129,256.698,-0.011,2.579,5.000
83053.839,302.080,348.208,256.858,-0.027,2.589,5.000
83049.808,302.076,348.445,257.018,0.006,2.600,5.000
83053.839,302.076,348.287,257.178,0.006,2.579,5.000
83049.808,302.080,348.287,257.178,-0.043,2.579,5.000
83045.776,302.078,348.445,257.018,0.006,2.600,5.000
83053.839,302.078,348.524,257.658,0.006,2.611,5.000
83049.808,302.078,348.761,257.658,-0.011,2.589,5.000
83049.808,302.078,348.761,257.978,0.006,2.600,5.000
83041.745,302.078,348.840,257.818,0.006,2.600,5.000
83045.776,302.076,348.840,257.978,-0.011,2.579,5.000
83049.808,302.080,348.998,258.139,0.006,2.589,5.000
83049.808,302.078,348.998,257.978,-0.011,2.611,5.000
83053.839,302.080,349.077,258.459,0.022,2.611,5.000
83045.776,302.080,349.235,258.619,0.006,2.611,5.000
83049.808,302.080,349.077,258.619,-0.027,2.589,5.000
83053.839,302.078,349.156,258.939,-0.011,2.611,5.000
83049.808,302.078,349.077,258.619,0.006,2.611,5.000
83045.776,302.083,349.314,258.619,0.038,2.589,5.000
83049.808,302.080,349.314,258.939,-0.027,2.589,5.000
83041.745,302.080,349.314,258.619,0.006,2.579,5.000
83049.808,302.080,349.314,258.779,0.006,2.589,5.000
83045.776,302.081,349.156,258.779,0.006,2.589,5.000
83049.808,302.080,349.393,258.939,0.006,2.589,5.000
83049.808,302.080,349.314,258.619,-0.011,2.589,5.000
83053.839,302.083,349.314,258.619,-0.011,2.600,5.000
83057.870,302.083,349.393,258.139,0.006,2.611,5.000
83049.808,302.081,349.393,258.299,0.006,2.611,5.000
83053.839,302.078,349.393,258.139,-0.027,2.611,5.000
83053.839,302.080,349.472,258.299,-0.011,2.600,5.000
83057.870,302.083,349.472,257.818,-0.027,2.611,5.000
83057.870,302.083,349.393,257.818,0.006,2.611,5.000
83053.839,302.081,349.472,257.658,-0.027,2.611,5.000
83057.870,302.081,349.393,257.498,-0.011,2.611,5.000
83053.839,302.085,349.393,257.818,-0.011,2.600,5.000
83053.839,302.083,349.314,257.178,-0.011,2.611,5.000
83053.839,302.083,349.551,257.498,-0.011,2.600,5.000
83057.870,302.081,349.393,256.858,-0.011,2.611,5.000
83053.839,302.083,349.472,257.018,-0.027,2.600,5.000
83053.839,302.080,349.472,256.858,-0.043,2.611,5.000
83057.870,302.081,349.551,256.698,0.006,2.589,5.000
83053.839,302.081,349.472,256.858,0.022,2.611,5.000
83049.808,302.081,349.472,256.698,-0.011,2.600,5.000
83057.870,302.080,349.393,256.858,-0.043,2.600,5.000
83049.808,302.080,349.551,256.538,0.006,2.568,5.000
83061.902,302.078,349.393,256.698,-0.027,2.600,5.000
83045.776,302.078,349.472,257.018,0.022,2.600,5.000
83057.870,302.080,349.314,257.018,0.022,2.589,5.000
83053.839,302.078,349.472,257.018,-0.011,2.611,5.000
83045.776,302.076,349.393,257.178,0.006,2.611,5.000
83053.839,302.076,349.393,257.338,0.006,2.611,5.000
83053.839,302.078,349.393,257.498,-0.011,2.611,5.000
83045.776,302.076,349.314,257.818,0.006,2.611,5.000
83041.745,302.078,349.314,258.139,-0.011,2.600,5.000
83049.808,302.078,349.156,258.299,0.006,2.611,5.000
83049.808,302.073,349.156,258.299,-0.027,2.611,5.000
83049.808,302.076,349.235,258.619,0.022,2.600,5.000
83049.808,302.075,349.235,258.939,0.006,2.600,5.000
83053.839,302.078,349.156,259.259,-0.011,2.589,5.000
83049.808,302.075,348.998,259.419,-0.027,2.600,5.000
83045.776,302.078,349.235,259.739,-0.027,2.600,5.000
83045.776,302.076,349.156,260.220,-0.011,2.600,5.000
83045.776,302.075,349.156,260.380,-0.011,2.621,5.000
83049.808,302.073,349.077,260.860,0.006,2.600,5.000
83045.776,302.076,349.077,260.860,-0.011,2.589,5.000
83049.808,302.075,349.156,261.340,-0.011,2.611,5.000
83049.808,302.075,348.998,261.500,-0.011,2.600,5.000
83045.776,302.075,348.840,261.821,-0.043,2.589,5.000
83053.839,302.073,348.840,262.141,-0.027,2.611,5.000
83053.839,302.075,348.840,262.461,-0.011,2.589,5.000
83053.839,302.076,348.761,262.621,0.022,2.600,5.000
83053.839,302.078,348.998,262.461,-0.027,2.589,5.000
83049.808,302.078,348.682,262.621,-0.027,2.600,5.000
83053.839,302.075,348.682,262.941,0.022,2.600,5.000
83053.839,302.076,348.682,262.941,0.006,2.600,5.000
83053.839,302.080,348.682,262.621,-0.011,2.589,5.000
83057.870,302.080,348.682,262.941,0.006,2.589,5.000
83057.870,302.080,348.682,262.781,-0.027,2.611,5.000
83057.870,302.078,348.682,262.781,0.006,2.600,5.000
83049.808,302.078,348.524,262.941,-0.011,2.600,5.000
83057.870,302.081,348.682,262.461,-0.027,2.600,5.000
83053.839,302.080,348.603,262.781,-0.011,2.611,5.000
83053.839,302.080,348.524,262.621,-0.011,2.579,5.000
83057.870,302.081,348.445,262.301,-0.011,2.600,5.000
83061.902,302.081,348.603,262.141,-0.011,2.600,5.000
83057.870,302.081,348.445,262.141,-0.011,2.600,5.000
83049.808,302.080,348.524,261.821,-0.011,2.600,5.000
83053.839,302.078,347.260,281.352,-0.011,3.137,5.000
83057.870,302.081,347.181,281.032,0.006,3.137,5.000
83049.808,302.078,347.102,281.032,-0.011,3.137,5.000
83053.839,302.078,347.181,281.032,-0.027,3.115,5.000
83045.776,302.076,347.102,281.192,0.006,3.115,5.000
83041.745,302.076,347.102,280.712,0.006,3.147,5.000
83049.808,302.081,347.102,280.872,-0.011,3.137,5.000
83041.745,302.076,346.943,280.712,-0.011,3.147,5.000
83053.839,302.078,347.102,280.712,-0.011,3.147,5.000
83049.808,302.075,347.023,280.552,0.038,3.137,5.000
83053.839,302.078,346.943,280.712,0.006,3.126,5.000
83041.745,302.078,346.864,280.552,0.006,3.137,5.000
83049.808,302.076,346.864,280.231,0.022,3.115,5.000
83045.776,302.076,346.864,280.391,-0.027,3.126,5.000
83041.745,302.075,346.943,280.552,-0.027,3.126,5.000
83045.776,302.075,346.864,280.712,-0.011,3.126,5.000
83041.745,302.073,346.943,280.712,0.006,3.126,5.000
83049.808,302.073,346.785,280.872,0.006,3.126,5.000
83045.776,302.075,346.785,280.872,0.006,3.126,5.000
83041.745,302.075,346.706,280.552,-0.011,3.137,5.000
83041.745,302.073,346.706,281.032,-0.011,3.126,5.000
83041.745,302.073,346.706,281.032,-0.027,3.115,5.000
83041.745,302.075,346.785,281.352,-0.027,3.126,5.000
83049.808,302.075,346.864,281.832,-0.011,3.147,5.000
83049.808,302.075,346.785,281.832,-0.011,3.147,5.000
83045.776,302.078,346.706,282.313,-0.011,3.137,5.000
83049.808,302.075,346.785,282.633,-0.011,3.115,5.000
83049.808,302.075,346.548,282.473,-0.027,3.126,5.000
83049.808,302.075,346.785,283.273,-0.027,3.147,5.000
83045.776,302.073,346.627,283.593,-0.011,3.137,5.000
83053.839,302.073,346.785,284.074,-0.011,3.126,5.000
83053.839,302.075,346.785,284.394,-0.027,3.137,5.000
83053.839,302.076,346.785,284.874,-0.027,3.126,5.000
83053.839,302.078,346.785,285.194,-0.011,3.137,5.000
83053.839,302.073,346.864,285.354,-0.011,3.126,5.000
83053.839,302.075,346.864,285.835,-0.011,3.137,5.000
83057.870,302.078,346.864,286.475,-0.011,3.137,5.000
83053.839,302.075,346.943,286.635,0.006,3.126,5.000
83053.839,302.075,346.943,286.795,0.006,3.115,5.000
83049.808,302.075,346.943,287.436,-0.027,3.126,5.000
83057.870,302.076,346.785,287.596,-0.043,3.126,5.000
83061.902,302.076,346.864,288.076,-0.011,3.115,5.000
83057.870,302.076,346.864,288.076,0.022,3.126,5.000
83053.839,302.078,346.943,288.716,0.006,3.137,5.000
83049.808,302.075,346.943,288.556,-0.011,3.126,5.000
83053.839,302.078,347.102,288.876,0.022,3.137,5.000
83049.808,302.076,347.023,289.036,-0.027,3.126,5.000
83053.839,302.080,347.181,289.517,-0.011,3.115,5.000
83049.808,302.078,346.943,289.357,0.006,3.137,5.000
83053.839,302.081,347.023,288.876,0.022,3.115,5.000
83049.808,302.081,347.102,289.357,-0.011,3.126,5.000
83049.808,302.080,347.023,289.036,-0.027,3.137,5.000
83053.839,302.081,346.943,289.036,0.022,3.115,5.000
83045.776,302.080,347.023,289.197,0.022,3.126,5.000
83045.776,302.078,347.102,288.876,-0.011,3.137,5.000
83045.776,302.076,347.023,288.716,0.006,3.137,5.000
83049.808,302.080,347.102,288.556,-0.011,3.115,5.000
83049.808,302.081,347.102,288.556,0.006,3.137,5.000
83049.808,302.081,347.023,288.236,-0.011,3.126,5.000
83049.808,302.076,347.023,287.756,0.006,3.137,5.000
83041.745,302.076,346.943,287.916,0.006,3.126,5.000
83041.745,302.080,346.943,287.436,0.006,3.137,5.000
83041.745,302.075,346.864,287.436,0.022,3.147,5.000
83049.808,302.075,346.785,286.955,0.006,3.137,5.000
83045.776,302.073,346.864,286.475,-0.011,3.137,5.000
83049.808,302.076,347.023,286.315,0.006,3.137,5.000
83045.776,302.076,346.864,286.155,-0.011,3.137,5.000
83041.745,302.075,346.943,285.675,0.006,3.126,5.000
83037.713,302.075,346.864,285.675,-0.011,3.147,5.000
83033.682,302.076,346.785,285.194,-0.027,3.115,5.000
83041.745,302.073,346.943,284.874,0.006,3.126,5.000
83041.745,302.075,346.943,284.714,-0.011,3.137,5.000
83037.713,302.073,346.864,284.554,0.006,3.147,5.000
83041.745,302.076,347.023,284.234,-0.027,3.126,5.000
83041.745,302.075,346.943,284.394,-0.011,3.137,5.000
83041.745,302.073,346.864,284.074,-0.011,3.126,5.000
83041.745,302.072,346.785,283.914,-0.011,3.115,5.000
83045.776,302.075,346.785,283.593,-0.011,3.137,5.000
83041.745,302.076,346.864,283.433,-0.027,3.137,5.000
83041.745,302.073,346.706,283.593,0.006,3.126,5.000
83041.745,302.073,346.864,282.793,0.006,3.126,5.000
83037.713,302.075,346.785,283.273,-0.043,3.126,5.000
83037.713,302.076,346.864,282.953,0.006,3.147,5.000
83041.745,302.075,346.864,282.793,0.006,3.126,5.000
83033.682,302.075,346.785,282.633,-0.027,3.126,5.000
83045.776,302.072,346.864,282.473,0.022,3.147,5.000
83037.713,302.073,346.864,282.152,0.006,3.137,5.000
83045.776,302.073,346.864,282.473,-0.043,3.126,5.000
83041.745,302.073,346.706,282.152,-0.027,3.126,5.000
83041.745,302.073,346.864,282.152,-0.011,3.147,5.000
83045.776,302.075,346.785,281.832,-0.011,3.126,5.000
83041.745,302.075,346.706,281.832,0.022,3.126,5.000
83049.808,302.076,346.864,281.832,0.006,3.137,5.000
83049.808,302.075,346.864,281.512,0.006,3.126,5.000
83045.776,302.075,346.706,281.192,0.006,3.115,5.000
83045.776,302.075,346.785,281.352,-0.027,3.137,5.000
83041.745,302.075,346.785,281.032,0.006,3.126,5.000
83041.745,302.075,346.706,280.712,0.022,3.126,5.000
83045.776,302.073,346.706,280.552,0.006,3.126,5.000
83045.776,302.076,346.627,280.231,-0.027,3.137,5.000
83041.745,302.076,346.706,280.071,0.006,3.115,5.000
83041.745,302.076,346.706,279.751,-0.011,3.126,5.000
83045.776,302.075,346.627,279.431,-0.027,3.126,5.000
83045.776,302.078,346.627,279.591,0.006,3.147,5.000
83053.839,302.075,346.548,278.951,0.006,3.137,5.000
83041.745,302.075,346.469,278.791,-0.027,3.137,5.000
83037.713,302.080,346.469,278.630,-0.011,3.137,5.000
83041.745,302.078,346.311,278.470,-0.011,3.137,5.000
83045.776,302.075,346.469,277.990,0.006,3.137,5.000
83049.808,302.080,346.232,277.670,-0.043,3.137,5.000
83049.808,302.076,346.232,277.510,-0.027,3.137,5.000
83049.808,302.080,346.232,277.510,-0.011,3.115,5.000
83049.808,302.080,346.153,277.190,-0.011,3.137,5.000
83049.808,302.076,346.153,276.869,0.006,3.137,5.000
83049.808,302.080,346.232,276.869,-0.011,3.147,5.000
83045.776,302.076,346.074,276.709,0.006,3.126,5.000
83041.745,302.080,346.074,276.229,-0.011,3.115,5.000
83049.808,302.078,346.153,276.229,-0.011,3.137,5.000
83045.776,302.076,346.074,276.069,0.006,3.137,5.000
83049.808,302.076,346.074,275.909,-0.011,3.137,5.000
83049.808,302.080,345.995,275.909,-0.027,3.126,5.000
83045.776,302.076,346.074,275.909,0.006,3.115,5.000
83053.839,302.076,345.995,275.589,-0.011,3.126,5.000
83053.839,302.075,345.995,275.749,-0.011,3.147,5.000
83049.808,302.078,346.074,275.749,-0.011,3.126,5.000
83057.870,302.078,345.995,275.749,-0.011,3.137,5.000
83049.808,302.075,345.916,275.909,-0.043,3.158,5.000
83045.776,302.075,345.916,275.749,-0.027,3.137,5.000
83053.839,302.078,345.916,276.229,-0.011,3.137,5.000
83045.776,302.076,345.837,276.229,-0.011,3.126,5.000
83049.808,302.075,345.837,276.229,-0.011,3.137,5.000
83045.776,302.075,345.837,276.389,0.022,3.137,5.000
83049.808,302.075,345.758,276.229,-0.027,3.126,5.000
83053.839,302.070,345.837,276.389,0.006,3.137,5.000
83049.808,302.076,345.679,276.549,-0.011,3.126,5.000
83057.870,302.072,345.758,276.709,0.006,3.137,5.000
83057.870,302.073,345.837,276.869,-0.011,3.137,5.000
83057.870,302.072,345.837,277.029,-0.011,3.115,5.000
83049.808,302.075,345.837,277.190,-0.011,3.126,5.000
83053.839,302.073,345.758,277.190,-0.011,3.126,5.000
83049.808,302.075,345.995,277.350,0.006,3.147,5.000
83053.839,302.075,345.837,277.350,0.006,3.115,5.000
83049.808,302.076,345.837,277.510,0.006,3.126,5.000
83053.839,302.076,345.679,277.830,-0.011,3.137,5.000
83053.839,302.076,345.916,277.670,-0.011,3.137,5.000
