%Time (sec)	TC 1	TC 2	TC 3	TC 4	TC 5	TC 6	TC 7 	TC 8 - Near Heater						10/17/2019	2:41 PM						
3830	20.7	22	23.4	24.7	26.2	27.4	28.8	30.1							
3840	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3850	20.8	22	23.5	24.8	26.2	27.5	28.9	30.1							
3860	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3870	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3880	20.8	22	23.4	24.7	26.2	27.5	28.9	30.1							
3890	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3900	20.8	22	23.4	24.8	26.2	27.5	28.8	30.1							
3910	20.7	22	23.4	24.7	26.2	27.5	28.9	30.1							
3920	20.8	22	23.5	24.7	26.2	27.5	28.9	30.1							
3930	20.7	22	23.4	24.7	26.2	27.5	28.8	30.1							
3940	20.8	22	23.5	24.8	26.2	27.5	28.9	30.1							
3950	20.8	22	23.5	24.7	26.2	27.5	28.9	30.1							
3960	20.8	22	23.5	24.8	26.2	27.5	28.9	30.1							
3970	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.1							
3980	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
3990	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4000	20.8	22.1	23.4	24.8	26.2	27.5	28.8	30.1							
4010	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4020	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4030	20.8	22.1	23.5	24.7	26.2	27.5	28.9	30.1							
4040	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4050	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4060	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4070	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4080	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4090	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4100	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4110	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4120	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4130	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4140	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4150	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4160	20.8	22.1	23.5	24.8	26.2	27.5	28.9	30.2							
4170	20.8	22.1	23.5	24.8	26.3	27.5	28.9	30.2							
